waypoint_id,segment_id,visit_order,polygon_id,segment_type,spray_on,point_role,longitude,latitude
1076,538,10,18,turn,False,end,12.3123217283,54.1727156436
1077,539,10,18,spray,True,start,12.3123217283,54.1727156436
1078,539,10,18,spray,True,end,12.3121121020,54.1727109625
1079,540,10,18,turn,False,start,12.3121121020,54.1727109625
1080,540,10,18,turn,False,end,12.3121209327,54.1727232972
1081,541,10,18,spray,True,start,12.3121209327,54.1727232972
1082,541,10,18,spray,True,end,12.3123144493,54.1727276186
1083,542,10,18,turn,False,start,12.3123144493,54.1727276186
1084,542,10,18,turn,False,end,12.3122992511,54.1727394168
1085,543,10,18,spray,True,start,12.3122992511,54.1727394168
1086,543,10,18,spray,True,end,12.3121404087,54.1727358697
1087,544,10,18,turn,False,start,12.3121404087,54.1727358697
1088,544,10,18,turn,False,end,12.3122407415,54.1727502478
1089,545,10,18,spray,True,start,12.3122407415,54.1727502478
1090,545,10,18,spray,True,end,12.3122600986,54.1727506800
1091,546,11,14,transit,False,start,12.3122600986,54.1727506800
1092,546,11,14,transit,False,end,12.3138275883,54.1740708544
1093,547,11,14,spray,True,start,12.3138275883,54.1740708544
1094,547,11,14,spray,True,end,12.3138950926,54.1740723609
1095,548,11,14,turn,False,start,12.3138950926,54.1740723609
1096,548,11,14,turn,False,end,12.3139285479,54.1740852450
1097,549,11,14,spray,True,start,12.3139285479,54.1740852450
1098,549,11,14,spray,True,end,12.3136477539,54.1740789783
1099,550,11,14,turn,False,start,12.3136477539,54.1740789783
1100,550,11,14,turn,False,end,12.3136038111,54.1740901351
1101,551,11,14,spray,True,start,12.3136038111,54.1740901351
1102,551,11,14,spray,True,end,12.3139620032,54.1740981291
1103,552,11,14,turn,False,start,12.3139620032,54.1740981291
1104,552,11,14,turn,False,end,12.3139954585,54.1741110133
1105,553,11,14,spray,True,start,12.3139954585,54.1741110133
1106,553,11,14,spray,True,end,12.3135850348,54.1741018536
1107,554,11,14,turn,False,start,12.3135850348,54.1741018536
1108,554,11,14,turn,False,end,12.3135698201,54.1741136515
1109,555,11,14,spray,True,start,12.3135698201,54.1741136515
1110,555,11,14,spray,True,end,12.3140289138,54.1741238974
1111,556,11,14,turn,False,start,12.3140289138,54.1741238974
1112,556,11,14,turn,False,end,12.3140623692,54.1741367815
1113,557,11,14,spray,True,start,12.3140623692,54.1741367815
1114,557,11,14,spray,True,end,12.3135546053,54.1741254495
1115,558,11,14,turn,False,start,12.3135546053,54.1741254495
1116,558,11,14,turn,False,end,12.3135393905,54.1741372474
1117,559,11,14,spray,True,start,12.3135393905,54.1741372474
1118,559,11,14,spray,True,end,12.3140958246,54.1741496656
1119,560,11,14,turn,False,start,12.3140958246,54.1741496656
1120,560,11,14,turn,False,end,12.3141248721,54.1741624513
1121,561,11,14,spray,True,start,12.3141248721,54.1741624513
1122,561,11,14,spray,True,end,12.3135334761,54.1741492529
1123,562,11,14,turn,False,start,12.3135334761,54.1741492529
1124,562,11,14,turn,False,end,12.3135326901,54.1741613729
1125,563,11,14,spray,True,start,12.3135326901,54.1741613729
1126,563,11,14,spray,True,end,12.3141341291,54.1741747954
1127,564,11,14,turn,False,start,12.3141341291,54.1741747954
1128,564,11,14,turn,False,end,12.3141433862,54.1741871395
1129,565,11,14,spray,True,start,12.3141433862,54.1741871395
1130,565,11,14,spray,True,end,12.3135330293,54.1741735180
1131,566,11,14,turn,False,start,12.3135330293,54.1741735180
1132,566,11,14,turn,False,end,12.3135406188,54.1741858250
1133,567,11,14,spray,True,start,12.3135406188,54.1741858250
1134,567,11,14,spray,True,end,12.3141526432,54.1741994836
1135,568,11,14,turn,False,start,12.3141526432,54.1741994836
1136,568,11,14,turn,False,end,12.3141619002,54.1742118277
1137,569,11,14,spray,True,start,12.3141619002,54.1742118277
1138,569,11,14,spray,True,end,12.3135482083,54.1741981319
1139,570,11,14,turn,False,start,12.3135482083,54.1741981319
1140,570,11,14,turn,False,end,12.3135557979,54.1742104388
1141,571,11,14,spray,True,start,12.3135557979,54.1742104388
1142,571,11,14,spray,True,end,12.3141805009,54.1742243803
1143,572,11,14,turn,False,start,12.3141805009,54.1742243803
1144,572,11,14,turn,False,end,12.3142116950,54.1742372139
1145,573,11,14,spray,True,start,12.3142116950,54.1742372139
1146,573,11,14,spray,True,end,12.3135633874,54.1742227457
1147,574,11,14,turn,False,start,12.3135633874,54.1742227457
1148,574,11,14,turn,False,end,12.3135709769,54.1742350527
1149,575,11,14,spray,True,start,12.3135709769,54.1742350527
1150,575,11,14,spray,True,end,12.3142428890,54.1742500475
1151,576,11,14,turn,False,start,12.3142428890,54.1742500475
1152,576,11,14,turn,False,end,12.3142740831,54.1742628811
1153,577,11,14,spray,True,start,12.3142740831,54.1742628811
1154,577,11,14,spray,True,end,12.3135785665,54.1742473596
1155,578,11,14,turn,False,start,12.3135785665,54.1742473596
1156,578,11,14,turn,False,end,12.3135861560,54.1742596665
1157,579,11,14,spray,True,start,12.3135861560,54.1742596665
1158,579,11,14,spray,True,end,12.3143052772,54.1742757146
1159,580,11,14,turn,False,start,12.3143052772,54.1742757146
1160,580,11,14,turn,False,end,12.3143265837,54.1742883276
1161,581,11,14,spray,True,start,12.3143265837,54.1742883276
1162,581,11,14,spray,True,end,12.3135937455,54.1742719734
1163,582,11,14,turn,False,start,12.3135937455,54.1742719734
1164,582,11,14,turn,False,end,12.3136013351,54.1742842804
1165,583,11,14,spray,True,start,12.3136013351,54.1742842804
1166,583,11,14,spray,True,end,12.3143413981,54.1743007957
1167,584,11,14,turn,False,start,12.3143413981,54.1743007957
1168,584,11,14,turn,False,end,12.3143562124,54.1743132637
1169,585,11,14,spray,True,start,12.3143562124,54.1743132637
1170,585,11,14,spray,True,end,12.3136128362,54.1742966746
1171,586,11,14,turn,False,start,12.3136128362,54.1742966746
1172,586,11,14,turn,False,end,12.3136313624,54.1743092256
1173,587,11,14,spray,True,start,12.3136313624,54.1743092256
1174,587,11,14,spray,True,end,12.3143645050,54.1743255863
1175,588,11,14,turn,False,start,12.3143645050,54.1743255863
1176,588,11,14,turn,False,end,12.3143615379,54.1743376576
1177,589,11,14,spray,True,start,12.3143615379,54.1743376576
1178,589,11,14,spray,True,end,12.3136498887,54.1743217766
1179,590,11,14,turn,False,start,12.3136498887,54.1743217766
1180,590,11,14,turn,False,end,12.3136684150,54.1743343276
1181,591,11,14,spray,True,start,12.3136684150,54.1743343276
1182,591,11,14,spray,True,end,12.3143585707,54.1743497289
1183,592,11,14,turn,False,start,12.3143585707,54.1743497289
1184,592,11,14,turn,False,end,12.3143556035,54.1743618003
1185,593,11,14,spray,True,start,12.3143556035,54.1743618003
1186,593,11,14,spray,True,end,12.3136869413,54.1743468786
1187,594,11,14,turn,False,start,12.3136869413,54.1743468786
1188,594,11,14,turn,False,end,12.3137054676,54.1743594297
1189,595,11,14,spray,True,start,12.3137054676,54.1743594297
1190,595,11,14,spray,True,end,12.3143526364,54.1743738716
1191,596,11,14,turn,False,start,12.3143526364,54.1743738716
1192,596,11,14,turn,False,end,12.3143496692,54.1743859429
1193,597,11,14,spray,True,start,12.3143496692,54.1743859429
1194,597,11,14,spray,True,end,12.3137341156,54.1743722066
1195,598,11,14,turn,False,start,12.3137341156,54.1743722066
1196,598,11,14,turn,False,end,12.3137887578,54.1743855636
1197,599,11,14,spray,True,start,12.3137887578,54.1743855636
1198,599,11,14,spray,True,end,12.3143467020,54.1743980142
1199,600,11,14,turn,False,start,12.3143467020,54.1743980142
1200,600,11,14,turn,False,end,12.3143437348,54.1744100856
1201,601,11,14,spray,True,start,12.3143437348,54.1744100856
1202,601,11,14,spray,True,end,12.3138434002,54.1743989206
1203,602,11,14,turn,False,start,12.3138434002,54.1743989206
1204,602,11,14,turn,False,end,12.3138786423,54.1744118446
1205,603,11,14,spray,True,start,12.3138786423,54.1744118446
1206,603,11,14,spray,True,end,12.3143407677,54.1744221569
1207,604,11,14,turn,False,start,12.3143407677,54.1744221569
1208,604,11,14,turn,False,end,12.3143378005,54.1744342282
1209,605,11,14,spray,True,start,12.3143378005,54.1744342282
1210,605,11,14,spray,True,end,12.3138993593,54.1744244445
1211,606,11,14,turn,False,start,12.3138993593,54.1744244445
1212,606,11,14,turn,False,end,12.3139200763,54.1744370443
1213,607,11,14,spray,True,start,12.3139200763,54.1744370443
1214,607,11,14,spray,True,end,12.3143348333,54.1744462995
1215,608,11,14,turn,False,start,12.3143348333,54.1744462995
1216,608,11,14,turn,False,end,12.3143090922,54.1744578627
1217,609,11,14,spray,True,start,12.3143090922,54.1744578627
1218,609,11,14,spray,True,end,12.3141438034,54.1744541745
1219,610,11,14,turn,False,start,12.3141438034,54.1744541745
1220,610,11,14,turn,False,end,12.3142352482,54.1744683525
1221,611,11,14,spray,True,start,12.3142352482,54.1744683525
1222,611,11,14,spray,True,end,12.3142749845,54.1744692392
1223,612,12,7,transit,False,start,12.3142749845,54.1744692392
1224,612,12,7,transit,False,end,12.3176883949,54.1762495253
1225,613,12,7,spray,True,start,12.3176883949,54.1762495253
1226,613,12,7,spray,True,end,12.3177512747,54.1762509265
1227,614,12,7,turn,False,start,12.3177512747,54.1762509265
1228,614,12,7,turn,False,end,12.3177833672,54.1762637792
1229,615,12,7,spray,True,start,12.3177833672,54.1762637792
1230,615,12,7,spray,True,end,12.3176531570,54.1762608775
1231,616,12,7,turn,False,start,12.3176531570,54.1762608775
1232,616,12,7,turn,False,end,12.3176291290,54.1762724796
1233,617,12,7,spray,True,start,12.3176291290,54.1762724796
1234,617,12,7,spray,True,end,12.3178154597,54.1762766318
1235,618,12,7,turn,False,start,12.3178154597,54.1762766318
1236,618,12,7,turn,False,end,12.3178475523,54.1762894845
1237,619,12,7,spray,True,start,12.3178475523,54.1762894845
1238,619,12,7,spray,True,end,12.3176105052,54.1762842020
1239,620,12,7,turn,False,start,12.3176105052,54.1762842020
1240,620,12,7,turn,False,end,12.3176025686,54.1762961627
1241,621,12,7,spray,True,start,12.3176025686,54.1762961627
1242,621,12,7,spray,True,end,12.3178796449,54.1763023371
1243,622,12,7,turn,False,start,12.3178796449,54.1763023371
1244,622,12,7,turn,False,end,12.3179117375,54.1763151897
1245,623,12,7,spray,True,start,12.3179117375,54.1763151897
1246,623,12,7,spray,True,end,12.3175946320,54.1763081233
1247,624,12,7,turn,False,start,12.3175946320,54.1763081233
1248,624,12,7,turn,False,end,12.3175866955,54.1763200840
1249,625,12,7,spray,True,start,12.3175866955,54.1763200840
1250,625,12,7,spray,True,end,12.3179438301,54.1763280424
1251,626,12,7,turn,False,start,12.3179438301,54.1763280424
1252,626,12,7,turn,False,end,12.3179759227,54.1763408950
1253,627,12,7,spray,True,start,12.3179759227,54.1763408950
1254,627,12,7,spray,True,end,12.3175787589,54.1763320446
1255,628,12,7,turn,False,start,12.3175787589,54.1763320446
1256,628,12,7,turn,False,end,12.3175621688,54.1763438124
1257,629,12,7,spray,True,start,12.3175621688,54.1763438124
1258,629,12,7,spray,True,end,12.3179954256,54.1763534671
1259,630,12,7,turn,False,start,12.3179954256,54.1763534671
1260,630,12,7,turn,False,end,12.3180030036,54.1763657734
1261,631,12,7,spray,True,start,12.3180030036,54.1763657734
1262,631,12,7,spray,True,end,12.3175070139,54.1763547208
1263,632,12,7,turn,False,start,12.3175070139,54.1763547208
1264,632,12,7,turn,False,end,12.3171136050,54.1763459526
1265,633,12,7,spray,True,start,12.3171136050,54.1763459526
1266,633,12,7,spray,True,end,12.3170809818,54.1763452254
1267,634,12,7,turn,False,start,12.3170809818,54.1763452254
1268,634,12,7,turn,False,end,12.3170232653,54.1763560764
1269,635,12,7,spray,True,start,12.3170232653,54.1763560764
1270,635,12,7,spray,True,end,12.3171394176,54.1763586654
1271,636,12,7,turn,False,start,12.3171394176,54.1763586654
1272,636,12,7,turn,False,end,12.3174780768,54.1763662134
1273,637,12,7,spray,True,start,12.3174780768,54.1763662134
1274,637,12,7,spray,True,end,12.3180105815,54.1763780798
1275,638,12,7,turn,False,start,12.3180105815,54.1763780798
1276,638,12,7,turn,False,end,12.3180109296,54.1763902251
1277,639,12,7,spray,True,start,12.3180109296,54.1763902251
1278,639,12,7,spray,True,end,12.3174511693,54.1763777512
1279,640,12,7,turn,False,start,12.3174511693,54.1763777512
1280,640,12,7,turn,False,end,12.3171652302,54.1763713783
1281,641,12,7,spray,True,start,12.3171652302,54.1763713783
1282,641,12,7,spray,True,end,12.3169655488,54.1763669274
1283,642,12,7,turn,False,start,12.3169655488,54.1763669274
1284,642,12,7,turn,False,end,12.3169291702,54.1763782540
1285,643,12,7,spray,True,start,12.3169291702,54.1763782540
1286,643,12,7,spray,True,end,12.3171910429,54.1763840911
1287,644,12,7,turn,False,start,12.3171910429,54.1763840911
1288,644,12,7,turn,False,end,12.3174242618,54.1763892891
1289,645,12,7,spray,True,start,12.3174242618,54.1763892891
1290,645,12,7,spray,True,end,12.3180087254,54.1764023135
1291,646,12,7,turn,False,start,12.3180087254,54.1764023135
1292,646,12,7,turn,False,end,12.3180065213,54.1764144019
1293,647,12,7,spray,True,start,12.3180065213,54.1764144019
1294,647,12,7,spray,True,end,12.3173973542,54.1764008269
1295,648,12,7,turn,False,start,12.3173973542,54.1764008269
1296,648,12,7,turn,False,end,12.3172168555,54.1763968040
1297,649,12,7,spray,True,start,12.3172168555,54.1763968040
1298,649,12,7,spray,True,end,12.3169225110,54.1763902431
1299,650,12,7,turn,False,start,12.3169225110,54.1763902431
1300,650,12,7,turn,False,end,12.3169158519,54.1764022322
1301,651,12,7,spray,True,start,12.3169158519,54.1764022322
1302,651,12,7,spray,True,end,12.3172426682,54.1764095168
1303,652,12,7,turn,False,start,12.3172426682,54.1764095168
1304,652,12,7,turn,False,end,12.3173704466,54.1764123647
1305,653,12,7,spray,True,start,12.3173704466,54.1764123647
1306,653,12,7,spray,True,end,12.3180043171,54.1764264903
1307,654,12,7,turn,False,start,12.3180043171,54.1764264903
1308,654,12,7,turn,False,end,12.3180021130,54.1764385787
1309,655,12,7,spray,True,start,12.3180021130,54.1764385787
1310,655,12,7,spray,True,end,12.3169091928,54.1764142213
1311,656,12,7,turn,False,start,12.3169091928,54.1764142213
1312,656,12,7,turn,False,end,12.3169025336,54.1764262104
1313,657,12,7,spray,True,start,12.3169025336,54.1764262104
1314,657,12,7,spray,True,end,12.3179999088,54.1764506671
1315,658,12,7,turn,False,start,12.3179999088,54.1764506671
1316,658,12,7,turn,False,end,12.3179977047,54.1764627555
1317,659,12,7,spray,True,start,12.3179977047,54.1764627555
1318,659,12,7,spray,True,end,12.3168958745,54.1764381994
1319,660,12,7,turn,False,start,12.3168958745,54.1764381994
1320,660,12,7,turn,False,end,12.3168892153,54.1764501885
1321,661,12,7,spray,True,start,12.3168892153,54.1764501885
1322,661,12,7,spray,True,end,12.3179955005,54.1764748439
1323,662,12,7,turn,False,start,12.3179955005,54.1764748439
1324,662,12,7,turn,False,end,12.3179944936,54.1764869589
1325,663,12,7,spray,True,start,12.3179944936,54.1764869589
1326,663,12,7,spray,True,end,12.3168860047,54.1764622545
1327,664,12,7,turn,False,start,12.3168860047,54.1764622545
1328,664,12,7,turn,False,end,12.3168844173,54.1764743566
1329,665,12,7,spray,True,start,12.3168844173,54.1764743566
1330,665,12,7,spray,True,end,12.3180063069,54.1764993597
1331,666,12,7,turn,False,start,12.3180063069,54.1764993597
1332,666,12,7,turn,False,end,12.3180181201,54.1765117604
1333,667,12,7,spray,True,start,12.3180181201,54.1765117604
1334,667,12,7,spray,True,end,12.3168828299,54.1764864587
1335,668,12,7,turn,False,start,12.3168828299,54.1764864587
1336,668,12,7,turn,False,end,12.3168812425,54.1764985609
1337,669,12,7,spray,True,start,12.3168812425,54.1764985609
1338,669,12,7,spray,True,end,12.3180372217,54.1765243235
1339,670,12,7,turn,False,start,12.3180372217,54.1765243235
1340,670,12,7,turn,False,end,12.3180683673,54.1765371550
1341,671,12,7,spray,True,start,12.3180683673,54.1765371550
1342,671,12,7,spray,True,end,12.3168796551,54.1765106630
1343,672,12,7,turn,False,start,12.3168796551,54.1765106630
1344,672,12,7,turn,False,end,12.3168780677,54.1765227651
1345,673,12,7,spray,True,start,12.3168780677,54.1765227651
1346,673,12,7,spray,True,end,12.3180995128,54.1765499865
1347,674,12,7,turn,False,start,12.3180995128,54.1765499865
1348,674,12,7,turn,False,end,12.3181141288,54.1765624497
1349,675,12,7,spray,True,start,12.3181141288,54.1765624497
1350,675,12,7,spray,True,end,12.3168764803,54.1765348673
1351,676,12,7,turn,False,start,12.3168764803,54.1765348673
1352,676,12,7,turn,False,end,12.3168949317,54.1765474161
1353,677,12,7,spray,True,start,12.3168949317,54.1765474161
1354,677,12,7,spray,True,end,12.3181101365,54.1765744982
1355,678,12,7,turn,False,start,12.3181101365,54.1765744982
1356,678,12,7,turn,False,end,12.3181061442,54.1765865468
1357,679,12,7,spray,True,start,12.3181061442,54.1765865468
1358,679,12,7,spray,True,end,12.3169162225,54.1765600282
1359,680,12,7,turn,False,start,12.3169162225,54.1765600282
1360,680,12,7,turn,False,end,12.3169375133,54.1765726403
1361,681,12,7,spray,True,start,12.3169375133,54.1765726403
1362,681,12,7,spray,True,end,12.3181021519,54.1765985954
1363,682,12,7,turn,False,start,12.3181021519,54.1765985954
1364,682,12,7,turn,False,end,12.3180981596,54.1766106439
1365,683,12,7,spray,True,start,12.3180981596,54.1766106439
1366,683,12,7,spray,True,end,12.3169588042,54.1765852524
1367,684,12,7,turn,False,start,12.3169588042,54.1765852524
1368,684,12,7,turn,False,end,12.3171391806,54.1766014105
1369,685,12,7,spray,True,start,12.3171391806,54.1766014105
1370,685,12,7,spray,True,end,12.3172953892,54.1766048921
1371,686,12,7,turn,False,start,12.3172953892,54.1766048921
1372,686,12,7,turn,False,end,12.3173381605,54.1766058454
1373,687,12,7,spray,True,start,12.3173381605,54.1766058454
1374,687,12,7,spray,True,end,12.3180941673,54.1766226925
1375,688,12,7,turn,False,start,12.3180941673,54.1766226925
1376,688,12,7,turn,False,end,12.3180901750,54.1766347410
1377,689,12,7,spray,True,start,12.3180901750,54.1766347410
1378,689,12,7,spray,True,end,12.3173630450,54.1766185375
1379,690,12,7,turn,False,start,12.3173630450,54.1766185375
1380,690,12,7,turn,False,end,12.3173841596,54.1766311456
1381,691,12,7,spray,True,start,12.3173841596,54.1766311456
1382,691,12,7,spray,True,end,12.3180861827,54.1766467896
1383,692,12,7,turn,False,start,12.3180861827,54.1766467896
1384,692,12,7,turn,False,end,12.3180821904,54.1766588382
1385,693,12,7,spray,True,start,12.3180821904,54.1766588382
1386,693,12,7,spray,True,end,12.3178853201,54.1766544515
1387,694,12,7,turn,False,start,12.3178853201,54.1766544515
1388,694,12,7,turn,False,end,12.3178211184,54.1766530209
1389,695,12,7,spray,True,start,12.3178211184,54.1766530209
1390,695,12,7,spray,True,end,12.3173905611,54.1766434258
1391,696,12,7,turn,False,start,12.3173905611,54.1766434258
1392,696,12,7,turn,False,end,12.3173969625,54.1766557060
1393,697,12,7,spray,True,start,12.3173969625,54.1766557060
1394,697,12,7,spray,True,end,12.3177527165,54.1766636341
1395,698,12,7,turn,False,start,12.3177527165,54.1766636341
1396,698,12,7,turn,False,end,12.3179193141,54.1766673465
1397,699,12,7,spray,True,start,12.3179193141,54.1766673465
1398,699,12,7,spray,True,end,12.3180781981,54.1766708867
1399,700,12,7,turn,False,start,12.3180781981,54.1766708867
1400,700,12,7,turn,False,end,12.3180742058,54.1766829353
1401,701,12,7,spray,True,start,12.3180742058,54.1766829353
1402,701,12,7,spray,True,end,12.3179235165,54.1766795776
1403,702,12,7,turn,False,start,12.3179235165,54.1766795776
1404,702,12,7,turn,False,end,12.3176969738,54.1766745295
1405,703,12,7,spray,True,start,12.3176969738,54.1766745295
1406,703,12,7,spray,True,end,12.3174033640,54.1766679862
1407,704,12,7,turn,False,start,12.3174033640,54.1766679862
1408,704,12,7,turn,False,end,12.3174097655,54.1766802664
1409,705,12,7,spray,True,start,12.3174097655,54.1766802664
1410,705,12,7,spray,True,end,12.3176580460,54.1766857995
1411,706,12,7,turn,False,start,12.3176580460,54.1766857995
1412,706,12,7,turn,False,end,12.3179277188,54.1766918088
1413,707,12,7,spray,True,start,12.3179277188,54.1766918088
1414,707,12,7,spray,True,end,12.3180702135,54.1766949838
1415,708,12,7,turn,False,start,12.3180702135,54.1766949838
1416,708,12,7,turn,False,end,12.3180662211,54.1767070324
1417,709,12,7,spray,True,start,12.3180662211,54.1767070324
1418,709,12,7,spray,True,end,12.3179319212,54.1767040399
1419,710,12,7,turn,False,start,12.3179319212,54.1767040399
1420,710,12,7,turn,False,end,12.3176191181,54.1766970695
1421,711,12,7,spray,True,start,12.3176191181,54.1766970695
1422,711,12,7,spray,True,end,12.3174466441,54.1766932258
1423,712,12,7,turn,False,start,12.3174466441,54.1766932258
1424,712,12,7,turn,False,end,12.3175002298,54.1767065575
1425,713,12,7,spray,True,start,12.3175002298,54.1767065575
1426,713,12,7,spray,True,end,12.3175801902,54.1767083395
1427,714,12,7,turn,False,start,12.3175801902,54.1767083395
1428,714,12,7,turn,False,end,12.3179361235,54.1767162711
1429,715,12,7,spray,True,start,12.3179361235,54.1767162711
1430,715,12,7,spray,True,end,12.3180622288,54.1767190810
1431,716,12,7,turn,False,start,12.3180622288,54.1767190810
1432,716,12,7,turn,False,end,12.3180581442,54.1767311275
1433,717,12,7,spray,True,start,12.3180581442,54.1767311275
1434,717,12,7,spray,True,end,12.3179403259,54.1767285022
1435,718,12,7,turn,False,start,12.3179403259,54.1767285022
1436,718,12,7,turn,False,end,12.3179553800,54.1767409752
1437,719,12,7,spray,True,start,12.3179553800,54.1767409752
1438,719,12,7,spray,True,end,12.3180283052,54.1767426001
1439,720,13,6,transit,False,start,12.3180283052,54.1767426001
1440,720,13,6,transit,False,end,12.3187354542,54.1771306025
1441,721,13,6,spray,True,start,12.3187354542,54.1771306025
1442,721,13,6,spray,True,end,12.3187605073,54.1771311606
1443,722,13,6,turn,False,start,12.3187605073,54.1771311606
1444,722,13,6,turn,False,end,12.3188135942,54.1771444806
1445,723,13,6,spray,True,start,12.3188135942,54.1771444806
1446,723,13,6,spray,True,end,12.3186978206,54.1771419017
1447,724,13,6,turn,False,start,12.3186978206,54.1771419017
1448,724,13,6,turn,False,end,12.3186601869,54.1771532009
1449,725,13,6,spray,True,start,12.3186601869,54.1771532009
1450,725,13,6,spray,True,end,12.3188328350,54.1771570467
1451,726,13,6,turn,False,start,12.3188328350,54.1771570467
1452,726,13,6,turn,False,end,12.3188520759,54.1771696128
1453,727,13,6,spray,True,start,12.3188520759,54.1771696128
1454,727,13,6,spray,True,end,12.3186225533,54.1771645000
1455,728,13,6,turn,False,start,12.3186225533,54.1771645000
1456,728,13,6,turn,False,end,12.3185849196,54.1771757992
1457,729,13,6,spray,True,start,12.3185849196,54.1771757992
1458,729,13,6,spray,True,end,12.3188713168,54.1771821789
1459,730,13,6,turn,False,start,12.3188713168,54.1771821789
1460,730,13,6,turn,False,end,12.3188797700,54.1771945047
1461,731,13,6,spray,True,start,12.3188797700,54.1771945047
1462,731,13,6,spray,True,end,12.3185472859,54.1771870983
1463,732,13,6,turn,False,start,12.3185472859,54.1771870983
1464,732,13,6,turn,False,end,12.3185096522,54.1771983975
1465,733,13,6,spray,True,start,12.3185096522,54.1771983975
1466,733,13,6,spray,True,end,12.3188789855,54.1772066247
1467,734,13,6,turn,False,start,12.3188789855,54.1772066247
1468,734,13,6,turn,False,end,12.3188782010,54.1772187448
1469,735,13,6,spray,True,start,12.3188782010,54.1772187448
1470,735,13,6,spray,True,end,12.3184955364,54.1772102205
1471,736,13,6,turn,False,start,12.3184955364,54.1772102205
1472,736,13,6,turn,False,end,12.3184920332,54.1772222800
1473,737,13,6,spray,True,start,12.3184920332,54.1772222800
1474,737,13,6,spray,True,end,12.3188657240,54.1772306044
1475,738,13,6,turn,False,start,12.3188657240,54.1772306044
1476,738,13,6,turn,False,end,12.3188262000,54.1772418615
1477,739,13,6,spray,True,start,12.3188262000,54.1772418615
1478,739,13,6,spray,True,end,12.3184907877,54.1772343897
1479,740,13,6,turn,False,start,12.3184907877,54.1772343897
1480,740,13,6,turn,False,end,12.3184999091,54.1772467304
1481,741,13,6,spray,True,start,12.3184999091,54.1772467304
1482,741,13,6,spray,True,end,12.3187866759,54.1772531186
1483,742,13,6,turn,False,start,12.3187866759,54.1772531186
1484,742,13,6,turn,False,end,12.3187471518,54.1772643757
1485,743,13,6,spray,True,start,12.3187471518,54.1772643757
1486,743,13,6,spray,True,end,12.3185090305,54.1772590712
1487,744,13,6,turn,False,start,12.3185090305,54.1772590712
1488,744,13,6,turn,False,end,12.3185181519,54.1772714119
1489,745,13,6,spray,True,start,12.3185181519,54.1772714119
1490,745,13,6,spray,True,end,12.3187076277,54.1772756328
1491,746,13,6,turn,False,start,12.3187076277,54.1772756328
1492,746,13,6,turn,False,end,12.3186681036,54.1772868898
1493,747,13,6,spray,True,start,12.3186681036,54.1772868898
1494,747,13,6,spray,True,end,12.3185272734,54.1772837526
1495,748,13,6,turn,False,start,12.3185272734,54.1772837526
1496,748,13,6,turn,False,end,12.3185459218,54.1772963055
1497,749,13,6,spray,True,start,12.3185459218,54.1772963055
1498,749,13,6,spray,True,end,12.3186285794,54.1772981469
1499,750,14,1,transit,False,start,12.3186285794,54.1772981469
1500,750,14,1,transit,False,end,12.3154420236,54.1780146954
1501,751,14,1,spray,True,start,12.3154420236,54.1780146954
1502,751,14,1,spray,True,end,12.3155261139,54.1780165708
1503,752,14,1,turn,False,start,12.3155261139,54.1780165708
1504,752,14,1,turn,False,end,12.3155513444,54.1780292710
1505,753,14,1,spray,True,start,12.3155513444,54.1780292710
1506,753,14,1,spray,True,end,12.3154132177,54.1780261904
1507,754,14,1,turn,False,start,12.3154132177,54.1780261904
1508,754,14,1,turn,False,end,12.3153844119,54.1780376855
1509,755,14,1,spray,True,start,12.3153844119,54.1780376855
1510,755,14,1,spray,True,end,12.3155608897,54.1780416214
1511,756,14,1,turn,False,start,12.3155608897,54.1780416214
1512,756,14,1,turn,False,end,12.3155614161,54.1780537707
1513,757,14,1,spray,True,start,12.3155614161,54.1780537707
1514,757,14,1,spray,True,end,12.3153556061,54.1780491805
1515,758,14,1,turn,False,start,12.3153556061,54.1780491805
1516,758,14,1,turn,False,end,12.3153268002,54.1780606756
1517,759,14,1,spray,True,start,12.3153268002,54.1780606756
1518,759,14,1,spray,True,end,12.3155559348,54.1780657859
1519,760,14,1,turn,False,start,12.3155559348,54.1780657859
1520,760,14,1,turn,False,end,12.3155504536,54.1780778012
1521,761,14,1,spray,True,start,12.3155504536,54.1780778012
1522,761,14,1,spray,True,end,12.3153058531,54.1780723459
1523,762,14,1,turn,False,start,12.3153058531,54.1780723459
1524,762,14,1,turn,False,end,12.3153043207,54.1780844492
1525,763,14,1,spray,True,start,12.3153043207,54.1780844492
1526,763,14,1,spray,True,end,12.3155336594,54.1780895642
1527,764,14,1,turn,False,start,12.3155336594,54.1780895642
1528,764,14,1,turn,False,end,12.3155118681,54.1781012157
1529,765,14,1,spray,True,start,12.3155118681,54.1781012157
1530,765,14,1,spray,True,end,12.3153027884,54.1780965526
1531,766,14,1,turn,False,start,12.3153027884,54.1780965526
1532,766,14,1,turn,False,end,12.3153012560,54.1781086559
1533,767,14,1,spray,True,start,12.3153012560,54.1781086559
1534,767,14,1,spray,True,end,12.3154900767,54.1781128672
1535,768,14,1,turn,False,start,12.3154900767,54.1781128672
1536,768,14,1,turn,False,end,12.3154682854,54.1781245188
1537,769,14,1,spray,True,start,12.3154682854,54.1781245188
1538,769,14,1,spray,True,end,12.3152997237,54.1781207593
1539,770,14,1,turn,False,start,12.3152997237,54.1781207593
1540,770,14,1,turn,False,end,12.3152981913,54.1781328626
