do_jump_id,command,command_name,latitude,longitude,altitude_m,speed_mps,spray_on
275,16,WAYPOINT_SPRAY,54.1753112663,12.3163171445,10.0,3.5,False
276,16,WAYPOINT_TURN,54.1752987694,12.3163010259,10.0,3.5,False
277,16,WAYPOINT_SPRAY,54.1752963169,12.3161910364,10.0,3.5,False
278,16,WAYPOINT_TRANSIT,54.1751678587,12.3159947433,10.0,3.5,False
279,16,WAYPOINT_SPRAY,54.1751667925,12.3159469324,10.0,3.5,False
280,16,WAYPOINT_TURN,54.1751530117,12.3158732422,10.0,3.5,False
281,16,WAYPOINT_SPRAY,54.1751576003,12.3160790138,10.0,3.5,False
282,16,WAYPOINT_TURN,54.1751455839,12.3160844475,10.0,3.5,False
283,16,WAYPOINT_SPRAY,54.175140431,12.3158533675,10.0,3.5,False
284,16,WAYPOINT_TURN,54.1751279743,12.3158390533,10.0,3.5,False
285,16,WAYPOINT_SPRAY,54.1751335675,12.3160898812,10.0,3.5,False
286,16,WAYPOINT_TURN,54.1751215512,12.316095315,10.0,3.5,False
287,16,WAYPOINT_SPRAY,54.1751158976,12.3158417831,10.0,3.5,False
288,16,WAYPOINT_TURN,54.175103821,12.3158445129,10.0,3.5,False
289,16,WAYPOINT_SPRAY,54.1751095348,12.3161007487,10.0,3.5,False
290,16,WAYPOINT_TURN,54.1750975185,12.3161061824,10.0,3.5,False
291,16,WAYPOINT_SPRAY,54.1750917443,12.3158472427,10.0,3.5,False
292,16,WAYPOINT_TURN,54.1750796677,12.3158499724,10.0,3.5,False
293,16,WAYPOINT_SPRAY,54.1750848089,12.31608053,10.0,3.5,False
294,16,WAYPOINT_TURN,54.1750719378,12.3160476305,10.0,3.5,False
295,16,WAYPOINT_SPRAY,54.175067591,12.3158527022,10.0,3.5,False
296,16,WAYPOINT_TURN,54.1750557577,12.3158663425,10.0,3.5,False
297,16,WAYPOINT_SPRAY,54.1750590667,12.3160147311,10.0,3.5,False
298,16,WAYPOINT_TURN,54.1750448855,12.3159230859,10.0,3.5,False
299,16,WAYPOINT_SPRAY,54.1750440666,12.3158863629,10.0,3.5,False
300,16,WAYPOINT_TRANSIT,54.1747583972,12.3159917771,10.0,3.5,False
301,16,WAYPOINT_SPRAY,54.1747592357,12.3160293834,10.0,3.5,False
302,16,WAYPOINT_TURN,54.1747481907,12.3160783749,10.0,3.5,False
303,16,WAYPOINT_SPRAY,54.1747455156,12.3159584104,10.0,3.5,False
304,16,WAYPOINT_TURN,54.174732634,12.3159250438,10.0,3.5,False
305,16,WAYPOINT_SPRAY,54.1747370903,12.3161248898,10.0,3.5,False
306,16,WAYPOINT_TURN,54.1747253418,12.3161423362,10.0,3.5,False
307,16,WAYPOINT_SPRAY,54.1747198357,12.3158954114,10.0,3.5,False
308,16,WAYPOINT_TURN,54.174707333,12.3158790386,10.0,3.5,False
309,16,WAYPOINT_SPRAY,54.1747135933,12.3161597825,10.0,3.5,False
310,16,WAYPOINT_TURN,54.1747018448,12.3161772288,10.0,3.5,False
311,16,WAYPOINT_SPRAY,54.1746948304,12.3158626657,10.0,3.5,False
312,16,WAYPOINT_TURN,54.1746823278,12.3158462929,10.0,3.5,False
313,16,WAYPOINT_SPRAY,54.1746900963,12.3161946751,10.0,3.5,False
314,16,WAYPOINT_TURN,54.1746783478,12.3162121214,10.0,3.5,False
315,16,WAYPOINT_SPRAY,54.1746699132,12.3158338699,10.0,3.5,False
316,16,WAYPOINT_TURN,54.1746576839,12.3158297529,10.0,3.5,False
317,16,WAYPOINT_SPRAY,54.1746665993,12.3162295677,10.0,3.5,False
318,16,WAYPOINT_TURN,54.1746546069,12.3162360798,10.0,3.5,False
319,16,WAYPOINT_SPRAY,54.1746454545,12.3158256359,10.0,3.5,False
320,16,WAYPOINT_TURN,54.1746332252,12.3158215189,10.0,3.5,False
321,16,WAYPOINT_SPRAY,54.1746425977,12.3162418323,10.0,3.5,False
322,16,WAYPOINT_TURN,54.1746305884,12.3162475849,10.0,3.5,False
323,16,WAYPOINT_SPRAY,54.1746264117,12.3160602696,10.0,3.5,False
324,16,WAYPOINT_TURN,54.1746259611,12.3160400619,10.0,3.5,False
325,16,WAYPOINT_SPRAY,54.174621074,12.3158209077,10.0,3.5,False
326,16,WAYPOINT_TURN,54.1746090287,12.3158250432,10.0,3.5,False
327,16,WAYPOINT_SPRAY,54.1746123811,12.3159753729,10.0,3.5,False
328,16,WAYPOINT_TURN,54.1746147524,12.3160817145,10.0,3.5,False
329,16,WAYPOINT_SPRAY,54.1746185792,12.3162533374,10.0,3.5,False
330,16,WAYPOINT_TURN,54.1746065699,12.31625909,10.0,3.5,False
331,16,WAYPOINT_SPRAY,54.174603093,12.3161031595,10.0,3.5,False
332,16,WAYPOINT_TURN,54.1745999559,12.3159624744,10.0,3.5,False
333,16,WAYPOINT_SPRAY,54.1745969834,12.3158291787,10.0,3.5,False
334,16,WAYPOINT_TURN,54.1745849381,12.3158333143,10.0,3.5,False
335,16,WAYPOINT_SPRAY,54.1745875308,12.315949576,10.0,3.5,False
336,16,WAYPOINT_TURN,54.1745911643,12.3161125242,10.0,3.5,False
337,16,WAYPOINT_SPRAY,54.1745945606,12.3162648425,10.0,3.5,False
